Tweet Id,Tweet Sent Id,Tweet Content,Tweet Date,Tweet Seed Event,,[Islands_disputed_between_China_and_Japan] Score,[Korean_MV_Sewol_ferry_sinking] Score,[Japan_whaling_and_dolphin_hunting] Score,[Davos_world_economic_forum_2014] Score,[Disappearance_of_Malaysia_Airlines_Flight_370] Score,[2014_anti-China_protests_in_Vietnam] Score,[Ukraine_crisis_2014] Score,[FIFA_worldcup_2014] Score,[NONE] Score,Clarity Event Type,,[Islands_disputed_between_China_and_Japan] Count,[Korean_MV_Sewol_ferry_sinking] Count,[Japan_whaling_and_dolphin_hunting] Count,[Davos_world_economic_forum_2014] Count,[Disappearance_of_Malaysia_Airlines_Flight_370] Count,[2014_anti-China_protests_in_Vietnam] Count,[Ukraine_crisis_2014] Count,[FIFA_worldcup_2014] Count,[NONE] Count,,Entire Tweet,No Relevant Spans,Relevant Span,Relevant Span Count,Relevant Span Score
24206,92,Restorted American whaling ship prepares for first voyage in almost century - http://t.co/8jPdVg7Div http://t.co/L6FHsLM2cp,5/16/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,Restorted American whaling ship,1,0.7071067812
24206,92,Restorted American whaling ship prepares for first voyage in almost century - http://t.co/8jPdVg7Div http://t.co/L6FHsLM2cp,5/16/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,whaling ship,1,0.7071067812
24207,93,"#Japan starts ""research whaling"" in northwestern Pacific Ocean - http://t.co/Htmi0CmTNL #GoogleAlerts .. same old slaughter different Ocean",5/16/2014,whaling,,0,0,1,0,0,0,0,0,0,1,,0,0,5,0,0,0,0,0,0,,1,4,,,
24207,93,"#Japan starts ""research whaling"" in northwestern Pacific Ocean - http://t.co/Htmi0CmTNL #GoogleAlerts .. same old slaughter different Ocean",5/16/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,"#Japan starts ""research whaling""",2,0.5547001962
24207,93,"#Japan starts ""research whaling"" in northwestern Pacific Ocean - http://t.co/Htmi0CmTNL #GoogleAlerts .. same old slaughter different Ocean",5/16/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,"""research whaling""",2,0.5547001962
24207,93,"#Japan starts ""research whaling"" in northwestern Pacific Ocean - http://t.co/Htmi0CmTNL #GoogleAlerts .. same old slaughter different Ocean",5/16/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,"whaling""",1,0.2773500981
24207,93,"#Japan starts ""research whaling"" in northwestern Pacific Ocean - http://t.co/Htmi0CmTNL #GoogleAlerts .. same old slaughter different Ocean",5/16/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,#Japan,2,0.5547001962
24208,84,"My day: organ pipes, turtles, whaling ships... sauerkraut. RT @tives: ""Can you crop it so there's less sauerkraut?"" - @heddahfeddah",5/16/2014,whaling,,0,0,0.55,0,0,0,0,0,0.83,0.83,,0,0,2,0,0,0,0,0,3,,1,1,,,
24208,84,"My day: organ pipes, turtles, whaling ships... sauerkraut. RT @tives: ""Can you crop it so there's less sauerkraut?"" - @heddahfeddah",5/16/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,whaling ships,,
24209,85,"Epic ""YEET"" Compilation - Vine Internet Craze! #YEET #Lebroning #Whaling: http://t.co/LRWtqAg2WA via @YouTube",5/16/2014,whaling,,0,0.33,0.67,0,0,0,0,0,0.67,0.67,,0,1,2,0,0,0,0,0,2,,1,1,,,
24209,85,"Epic ""YEET"" Compilation - Vine Internet Craze! #YEET #Lebroning #Whaling: http://t.co/LRWtqAg2WA via @YouTube",5/16/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,#Whaling:,2,1
24210,72,"RT @djdodoebom: Epic ""YEET"" Compilation - Vine Internet Craze! #YEET #Lebroning #Whaling: http://t.co/LRWtqAg2WA via @YouTube",5/16/2014,whaling,,0,0,0.45,0,0,0,0,0,0.89,0.89,,0,0,2,0,0,0,0,0,4,,1,1,,,
24210,72,"RT @djdodoebom: Epic ""YEET"" Compilation - Vine Internet Craze! #YEET #Lebroning #Whaling: http://t.co/LRWtqAg2WA via @YouTube",5/16/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,#Whaling:,2,1
24211,71,American whaling ship prepares for first voyage in nearly a century - http://t.co/ci21xLMfCR http://t.co/wm8Q33kgrJ,5/16/2014,whaling,,0,0,0.37,0,0,0,0,0,0.93,0.93,,0,0,2,0,0,0,0,0,5,,1,2,,,
24211,71,American whaling ship prepares for first voyage in nearly a century - http://t.co/ci21xLMfCR http://t.co/wm8Q33kgrJ,5/16/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,whaling,1,0.7071067812
24211,71,American whaling ship prepares for first voyage in nearly a century - http://t.co/ci21xLMfCR http://t.co/wm8Q33kgrJ,5/16/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,American whaling ship,1,0.7071067812
24212,74,"Godzilla Lives On, and So Does the Eternal Appeal of Giant Lizards Whaling on ... - Slate Magazine http://t.co/2f5ysOboba",5/16/2014,whaling,,0,0,0.83,0,0,0,0,0,0.55,0.83,,0,0,3,0,0,0,0,0,2,,1,2,,,
24212,74,"Godzilla Lives On, and So Does the Eternal Appeal of Giant Lizards Whaling on ... - Slate Magazine http://t.co/2f5ysOboba",5/16/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,Whaling,2,0.894427191
24212,74,"Godzilla Lives On, and So Does the Eternal Appeal of Giant Lizards Whaling on ... - Slate Magazine http://t.co/2f5ysOboba",5/16/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,Giant Lizards Whaling on,1,0.4472135955
24213,73,"A 19th-century whaling ship, crewed by @UConnAveryPoint English prof Mary Bercaw Edwards - sets sail http://t.co/hHwMkicP37 via @smithsonian",5/16/2014,whaling,,0,0,0.45,0,0,0,0,0,0.89,0.89,,0,0,2,0,0,0,0,0,4,,1,2,,,
24213,73,"A 19th-century whaling ship, crewed by @UConnAveryPoint English prof Mary Bercaw Edwards - sets sail http://t.co/hHwMkicP37 via @smithsonian",5/16/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,whaling,1,0.7071067812
24213,73,"A 19th-century whaling ship, crewed by @UConnAveryPoint English prof Mary Bercaw Edwards - sets sail http://t.co/hHwMkicP37 via @smithsonian",5/16/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,"whaling ship,",1,0.7071067812
24215,68,Whaling town sued by dolphin activists - http://t.co/arKt95P84j #GoogleAlerts,5/16/2014,whaling,,0,0,0.98,0,0,0,0,0,0.2,0.98,,0,0,5,0,0,0,0,0,1,,1,5,,,
24215,68,Whaling town sued by dolphin activists - http://t.co/arKt95P84j #GoogleAlerts,5/16/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,dolphin activists,2,0.5345224838
24215,68,Whaling town sued by dolphin activists - http://t.co/arKt95P84j #GoogleAlerts,5/16/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,Whaling,2,0.5345224838
24215,68,Whaling town sued by dolphin activists - http://t.co/arKt95P84j #GoogleAlerts,5/16/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,Whaling town sued,2,0.5345224838
24215,68,Whaling town sued by dolphin activists - http://t.co/arKt95P84j #GoogleAlerts,5/16/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,dolphin,1,0.2672612419
24215,68,Whaling town sued by dolphin activists - http://t.co/arKt95P84j #GoogleAlerts,5/16/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,Whaling town,1,0.2672612419
24216,70,RT @ShutTaijiDown: Activists sue Japanese whaling town - 3News NZ: Activists sue Japanese whaling town3News N... http://t.co/eKv4gHLNe3 #Ta…,5/16/2014,whaling,,0,0,1,0,0,0,0,0,0,1,,0,0,6,0,0,0,0,0,0,,1,4,,,
24216,70,RT @ShutTaijiDown: Activists sue Japanese whaling town - 3News NZ: Activists sue Japanese whaling town3News N... http://t.co/eKv4gHLNe3 #Ta…,5/16/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,Activists sue Japanese whaling town,3,0.5883484054
24216,70,RT @ShutTaijiDown: Activists sue Japanese whaling town - 3News NZ: Activists sue Japanese whaling town3News N... http://t.co/eKv4gHLNe3 #Ta…,5/16/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,Activists sue Japanese whaling town3News,2,0.3922322703
24216,70,RT @ShutTaijiDown: Activists sue Japanese whaling town - 3News NZ: Activists sue Japanese whaling town3News N... http://t.co/eKv4gHLNe3 #Ta…,5/16/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,Japanese whaling,2,0.3922322703
24217,69,"Epic ""YEET"" Compilation - Vine Internet Craze! #YEET #Lebroning #Whaling Yah yah yeet http://t.co/Gnw1tePKOq",5/17/2014,whaling,,0,0,0.45,0,0,0,0,0,0.89,0.89,,0,0,2,0,0,0,0,0,4,,1,1,,,
24217,69,"Epic ""YEET"" Compilation - Vine Internet Craze! #YEET #Lebroning #Whaling Yah yah yeet http://t.co/Gnw1tePKOq",5/17/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,#Whaling,2,1
24218,67,"RT @__Optimum__: Epic ""YEET"" Compilation - Vine Internet Craze! #YEET #Lebroning #Whaling Yah yah yeet http://t.co/Gnw1tePKOq",5/17/2014,whaling,,0,0,0.45,0,0,0,0,0,0.89,0.89,,0,0,2,0,0,0,0,0,4,,1,1,,,
24218,67,"RT @__Optimum__: Epic ""YEET"" Compilation - Vine Internet Craze! #YEET #Lebroning #Whaling Yah yah yeet http://t.co/Gnw1tePKOq",5/17/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,#Whaling,2,1
24219,66,"Epic ""YEET"" Compilation - Vine Internet Craze! #YEET #Lebroning #Whaling: http://t.co/5X1xEH2eQq via @YouTube man they salty",5/17/2014,whaling,,0,0,0.55,0,0,0,0,0,0.83,0.83,,0,0,2,0,0,0,0,0,3,,1,2,,,
24219,66,"Epic ""YEET"" Compilation - Vine Internet Craze! #YEET #Lebroning #Whaling: http://t.co/5X1xEH2eQq via @YouTube man they salty",5/17/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,"""YEET"" Compilation",1,0.4472135955
24219,66,"Epic ""YEET"" Compilation - Vine Internet Craze! #YEET #Lebroning #Whaling: http://t.co/5X1xEH2eQq via @YouTube man they salty",5/17/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,#Whaling:,2,0.894427191
24221,91,"RT @jn7uwu: Sea Shepherd / South Korean whaling, okay? - repost: http://t.co/fYxPeDhFqT",5/17/2014,whaling,,0,0,0.55,0,0,0,0,0,0.83,0.83,,0,0,2,0,0,0,0,0,3,,1,1,,,
24221,91,"RT @jn7uwu: Sea Shepherd / South Korean whaling, okay? - repost: http://t.co/fYxPeDhFqT",5/17/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,"whaling,",2,1
24222,83,I liked a @YouTube video from @ohvaquer http://t.co/mAWFa18SPa ASSASSINS CREED 4 BLACK FLAG PS4 GAMEPLAY - WHALING & OFFICE WORK,5/17/2014,whaling,,0,0,0.37,0,0,0,0,0,0.93,0.93,,0,0,2,0,0,0,0,0,5,,1,1,,,
24222,83,I liked a @YouTube video from @ohvaquer http://t.co/mAWFa18SPa ASSASSINS CREED 4 BLACK FLAG PS4 GAMEPLAY - WHALING & OFFICE WORK,5/17/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,WHALING,2,1
24223,76,RT @IS_Foundation: Good news for whales! - Japan Ordered To Suspend Controversial Whaling Program http://t.co/1C43Ajk2N8,5/17/2014,whaling,,0,0,1,0,0,0,0,0,0,1,,0,0,6,0,0,0,0,0,0,,1,6,,,
24223,76,RT @IS_Foundation: Good news for whales! - Japan Ordered To Suspend Controversial Whaling Program http://t.co/1C43Ajk2N8,5/17/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,Japan Ordered To Suspend Controversial Whaling Program,2,0.3333333333
24223,76,RT @IS_Foundation: Good news for whales! - Japan Ordered To Suspend Controversial Whaling Program http://t.co/1C43Ajk2N8,5/17/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,Suspend,2,0.3333333333
24223,76,RT @IS_Foundation: Good news for whales! - Japan Ordered To Suspend Controversial Whaling Program http://t.co/1C43Ajk2N8,5/17/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,Whaling,2,0.3333333333
24223,76,RT @IS_Foundation: Good news for whales! - Japan Ordered To Suspend Controversial Whaling Program http://t.co/1C43Ajk2N8,5/17/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,Whaling Program,2,0.3333333333
24223,76,RT @IS_Foundation: Good news for whales! - Japan Ordered To Suspend Controversial Whaling Program http://t.co/1C43Ajk2N8,5/17/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,whales!,2,0.3333333333
24223,76,RT @IS_Foundation: Good news for whales! - Japan Ordered To Suspend Controversial Whaling Program http://t.co/1C43Ajk2N8,5/17/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,Japan,4,0.6666666667
24224,75,Restored whaling ship prepares to set sail - CT Post http://t.co/Teh0V86Szg,5/17/2014,whaling,,0,0,0.71,0,0,0,0,0,0.71,0.71,,0,0,3,0,0,0,0,0,3,,1,2,,,
24224,75,Restored whaling ship prepares to set sail - CT Post http://t.co/Teh0V86Szg,5/17/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,whaling,2,0.894427191
24224,75,Restored whaling ship prepares to set sail - CT Post http://t.co/Teh0V86Szg,5/17/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,whaling ship,1,0.4472135955
24225,82,Fishfinders - thy outmaneuver sweetheart whereas whaling: AInYEsYkF,5/17/2014,whaling,,0,0,0.2,0,0,0,0,0,0.98,0.98,,0,0,1,0,0,0,0,0,5,,1,1,,,
24225,82,Fishfinders - thy outmaneuver sweetheart whereas whaling: AInYEsYkF,5/17/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,whaling:,1,1
24226,227,"No brainer in Faxafloi Bay, Iceland - #WhaleWatching trumps #whaling every time http://t.co/zyNlUuZduc",5/17/2014,whaling,,0,0,0.24,0,0,0,0,0,0.97,0.97,,0,0,1,0,0,0,0,0,4,,1,1,,,
24226,227,"No brainer in Faxafloi Bay, Iceland - #WhaleWatching trumps #whaling every time http://t.co/zyNlUuZduc",5/17/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,#WhaleWatching,1,1
24227,224,"RT @WHALES_org: No brainer in Faxafloi Bay, Iceland - #WhaleWatching trumps #whaling every time http://t.co/zyNlUuZduc",5/17/2014,whaling,,0,0,0.55,0,0,0,0,0,0.83,0.83,,0,0,2,0,0,0,0,0,3,,1,3,,,
24227,224,"RT @WHALES_org: No brainer in Faxafloi Bay, Iceland - #WhaleWatching trumps #whaling every time http://t.co/zyNlUuZduc",5/17/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,@WHALES_org:,1,0.3333333333
24227,224,"RT @WHALES_org: No brainer in Faxafloi Bay, Iceland - #WhaleWatching trumps #whaling every time http://t.co/zyNlUuZduc",5/17/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,#WhaleWatching,2,0.6666666667
24227,224,"RT @WHALES_org: No brainer in Faxafloi Bay, Iceland - #WhaleWatching trumps #whaling every time http://t.co/zyNlUuZduc",5/17/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,#whaling,2,0.6666666667
24228,135,"@AJ_Nichols32 - Yup, Elías started tossing himself backward onto the couch and it reminded me. Even preschoolers are into whaling.",5/17/2014,whaling,,0,0,0.2,0,0,0,0,0,0.98,0.98,,0,0,1,0,0,0,0,0,5,,1,1,,,
24228,135,"@AJ_Nichols32 - Yup, Elías started tossing himself backward onto the couch and it reminded me. Even preschoolers are into whaling.",5/17/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,whaling,,
24229,229,"RT @UConnCLAS: A 19th-century whaling ship, crewed by @UConnAveryPoint English prof Mary Bercaw Edwards - sets sail http://t.co/hHwMkicP37 …",5/17/2014,whaling,,0,0,0.37,0,0,0,0,0,0.93,0.93,,0,0,2,0,0,0,0,0,5,,1,3,,,
24229,229,"RT @UConnCLAS: A 19th-century whaling ship, crewed by @UConnAveryPoint English prof Mary Bercaw Edwards - sets sail http://t.co/hHwMkicP37 …",5/17/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,"A 19th-century whaling ship,",1,0.5773502692
24229,229,"RT @UConnCLAS: A 19th-century whaling ship, crewed by @UConnAveryPoint English prof Mary Bercaw Edwards - sets sail http://t.co/hHwMkicP37 …",5/17/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,whaling,1,0.5773502692
24229,229,"RT @UConnCLAS: A 19th-century whaling ship, crewed by @UConnAveryPoint English prof Mary Bercaw Edwards - sets sail http://t.co/hHwMkicP37 …",5/17/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,sets sail,1,0.5773502692
24230,219,TIL Japan used $30 million of their Tsunami relief funds to support whaling - todayilearned via /r/knowyourshit http://t.co/zPCVasqVWG,5/17/2014,whaling,,0,0,1,0,0,0,0,0,0,1,,0,0,5,0,0,0,0,0,0,,1,4,,,
24230,219,TIL Japan used $30 million of their Tsunami relief funds to support whaling - todayilearned via /r/knowyourshit http://t.co/zPCVasqVWG,5/17/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,support whaling,1,0.2236067977
24230,219,TIL Japan used $30 million of their Tsunami relief funds to support whaling - todayilearned via /r/knowyourshit http://t.co/zPCVasqVWG,5/17/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,Japan used ###30 million of their Tsunami relief funds to support whaling,1,0.2236067977
24230,219,TIL Japan used $30 million of their Tsunami relief funds to support whaling - todayilearned via /r/knowyourshit http://t.co/zPCVasqVWG,5/17/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,whaling,3,0.6708203932
24230,219,TIL Japan used $30 million of their Tsunami relief funds to support whaling - todayilearned via /r/knowyourshit http://t.co/zPCVasqVWG,5/17/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,Japan,3,0.6708203932
24231,218,"#Japan are at it again, starts ""research whaling"" in northwestern Pacific Ocean - http://t.co/pAVEA3pdHI",5/17/2014,whaling,,0,0,1,0,0,0,0,0,0,1,,0,0,4,0,0,0,0,0,0,,1,3,,,
24231,218,"#Japan are at it again, starts ""research whaling"" in northwestern Pacific Ocean - http://t.co/pAVEA3pdHI",5/17/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,"#Japan are at it again, starts ""research whaling""",1,0.2294157339
24231,218,"#Japan are at it again, starts ""research whaling"" in northwestern Pacific Ocean - http://t.co/pAVEA3pdHI",5/17/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,"whaling""",3,0.6882472016
24231,218,"#Japan are at it again, starts ""research whaling"" in northwestern Pacific Ocean - http://t.co/pAVEA3pdHI",5/17/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,#Japan,3,0.6882472016
24232,217,"RT @cathorio: #Japan are at it again, starts ""research whaling"" in northwestern Pacific Ocean - http://t.co/pAVEA3pdHI",5/17/2014,whaling,,0,0,1,0,0,0,0,0,0,1,,0,0,6,0,0,0,0,0,0,,1,4,,,
24232,217,"RT @cathorio: #Japan are at it again, starts ""research whaling"" in northwestern Pacific Ocean - http://t.co/pAVEA3pdHI",5/17/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,"""research whaling""",1,0.1666666667
24232,217,"RT @cathorio: #Japan are at it again, starts ""research whaling"" in northwestern Pacific Ocean - http://t.co/pAVEA3pdHI",5/17/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,"whaling""",3,0.5
24232,217,"RT @cathorio: #Japan are at it again, starts ""research whaling"" in northwestern Pacific Ocean - http://t.co/pAVEA3pdHI",5/17/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,#Japan,5,0.8333333333
24232,217,"RT @cathorio: #Japan are at it again, starts ""research whaling"" in northwestern Pacific Ocean - http://t.co/pAVEA3pdHI",5/17/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,"starts ""research whaling"" in northwestern",1,0.1666666667
24234,216,International Court of Justice rules on Japanese whaling: whats next? - ABC Online,5/17/2014,whaling,,0,0,1,0,0,0,0,0,0,1,,0,0,6,0,0,0,0,0,0,,1,2,,,
24234,216,International Court of Justice rules on Japanese whaling: whats next? - ABC Online,5/17/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,Japanese whaling:,5,0.9805806757
24234,216,International Court of Justice rules on Japanese whaling: whats next? - ABC Online,5/17/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,International Court of Justice rules on Japanese whaling:,1,0.1961161351
24235,215,#AAR #AnimalRights Whaling - an historical background - to present day | http://t.co/YZVVQlhekH,5/17/2014,whaling,,0,0,0.93,0,0,0,0,0,0.37,0.93,,0,0,5,0,0,0,0,0,2,,1,2,,,
24235,215,#AAR #AnimalRights Whaling - an historical background - to present day | http://t.co/YZVVQlhekH,5/17/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,Whaling,4,0.9701425001
24235,215,#AAR #AnimalRights Whaling - an historical background - to present day | http://t.co/YZVVQlhekH,5/17/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,#AnimalRights Whaling,1,0.242535625
24236,214,RT @allanimalrights: #AAR #AnimalRights Whaling - an historical background - to present day | http://t.co/YZVVQlhekH,5/17/2014,whaling,,0,0,1,0,0,0,0,0,0,1,,0,0,5,0,0,0,0,0,0,,1,1,,,
24236,214,RT @allanimalrights: #AAR #AnimalRights Whaling - an historical background - to present day | http://t.co/YZVVQlhekH,5/17/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,Whaling,5,1
24237,124,@karnakgames @GavinBowman I've wanted to make a whaling game forever - would be great co-op play. But technically way beyond me ;),5/17/2014,whaling,,0,0,0.2,0,0,0,0,0,0.98,0.98,,0,0,1,0,0,0,0,0,5,,1,1,,,
24237,124,@karnakgames @GavinBowman I've wanted to make a whaling game forever - would be great co-op play. But technically way beyond me ;),5/17/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,whaling,1,1
24238,128,A Real Life White Whale that Destroyed Over 20 Whaling Ships and Survived Encounters with Anot - http://t.co/zls4e5FqSO via @TodayIFoundOut1,5/18/2014,whaling,,0,0,0.97,0,0,0,0,0,0.24,0.97,,0,0,4,0,0,0,0,0,1,,1,5,,,
24238,128,A Real Life White Whale that Destroyed Over 20 Whaling Ships and Survived Encounters with Anot - http://t.co/zls4e5FqSO via @TodayIFoundOut1,5/18/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,White Whale that Destroyed Over 20 Whaling Ships,1,0.2773500981
24238,128,A Real Life White Whale that Destroyed Over 20 Whaling Ships and Survived Encounters with Anot - http://t.co/zls4e5FqSO via @TodayIFoundOut1,5/18/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,Whale,1,0.2773500981
24238,128,A Real Life White Whale that Destroyed Over 20 Whaling Ships and Survived Encounters with Anot - http://t.co/zls4e5FqSO via @TodayIFoundOut1,5/18/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,Whaling,3,0.8320502943
24238,128,A Real Life White Whale that Destroyed Over 20 Whaling Ships and Survived Encounters with Anot - http://t.co/zls4e5FqSO via @TodayIFoundOut1,5/18/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,White Whale,1,0.2773500981
24238,128,A Real Life White Whale that Destroyed Over 20 Whaling Ships and Survived Encounters with Anot - http://t.co/zls4e5FqSO via @TodayIFoundOut1,5/18/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,Destroyed,1,0.2773500981
24239,126,Tarpon whaling other thievish the shirking lanthanum deuce - megalops atlanticus: LkUHmwA,5/18/2014,whaling,,0,0,0.89,0,0,0,0,0,0.45,0.89,,0,0,4,0,0,0,0,0,2,,1,4,,,
24239,126,Tarpon whaling other thievish the shirking lanthanum deuce - megalops atlanticus: LkUHmwA,5/18/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,whaling,3,0.8660254038
24239,126,Tarpon whaling other thievish the shirking lanthanum deuce - megalops atlanticus: LkUHmwA,5/18/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,lanthanum,1,0.2886751346
24239,126,Tarpon whaling other thievish the shirking lanthanum deuce - megalops atlanticus: LkUHmwA,5/18/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,thievish,1,0.2886751346
24239,126,Tarpon whaling other thievish the shirking lanthanum deuce - megalops atlanticus: LkUHmwA,5/18/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,Tarpon whaling,1,0.2886751346
24240,136,Japan Tsunami Funds Aid Whaling Fleet : Discovery News - I can’t begin to explain how much this outrages... http://t.co/6qIJ5gud4K,5/18/2014,whaling,,0,0,1,0,0,0,0,0,0,1,,0,0,6,0,0,0,0,0,0,,1,5,,,
24240,136,Japan Tsunami Funds Aid Whaling Fleet : Discovery News - I can’t begin to explain how much this outrages... http://t.co/6qIJ5gud4K,5/18/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,Whaling,4,0.755928946
24240,136,Japan Tsunami Funds Aid Whaling Fleet : Discovery News - I can’t begin to explain how much this outrages... http://t.co/6qIJ5gud4K,5/18/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,Japan Tsunami Funds Aid Whaling Fleet,1,0.1889822365
24240,136,Japan Tsunami Funds Aid Whaling Fleet : Discovery News - I can’t begin to explain how much this outrages... http://t.co/6qIJ5gud4K,5/18/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,Funds,1,0.1889822365
24240,136,Japan Tsunami Funds Aid Whaling Fleet : Discovery News - I can’t begin to explain how much this outrages... http://t.co/6qIJ5gud4K,5/18/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,Japan,3,0.5669467095
24240,136,Japan Tsunami Funds Aid Whaling Fleet : Discovery News - I can’t begin to explain how much this outrages... http://t.co/6qIJ5gud4K,5/18/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,Whaling Fleet,1,0.1889822365
24241,226,No brainer in Faxafloi Bay - whale watching trumps whaling every time - WDC: http://t.co/zjuDvr6VrV,5/18/2014,whaling,,0,0,0.95,0,0,0,0,0,0.32,0.95,,0,0,3,0,0,0,0,0,1,,1,2,,,
24241,226,No brainer in Faxafloi Bay - whale watching trumps whaling every time - WDC: http://t.co/zjuDvr6VrV,5/18/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,whaling,2,0.894427191
24241,226,No brainer in Faxafloi Bay - whale watching trumps whaling every time - WDC: http://t.co/zjuDvr6VrV,5/18/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,whale watching trumps whaling,1,0.4472135955
24248,230,For the first time in 93 years - a wooden whaling ship is setting sail again in New England http://t.co/GTVFQ8hSKh (NOT hunting whales!),5/18/2014,whaling,,0,0,0.24,0,0,0,0,0,0.97,0.97,,0,0,1,0,0,0,0,0,4,,1,1,,,
24248,230,For the first time in 93 years - a wooden whaling ship is setting sail again in New England http://t.co/GTVFQ8hSKh (NOT hunting whales!),5/18/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,whaling,1,1
24249,231,Japan accepts court ban on Antarctic whaling - BBC News,5/19/2014,whaling,,0,0,1,0,0,0,0,0,0,1,,0,0,6,0,0,0,0,0,0,,1,5,,,
24249,231,Japan accepts court ban on Antarctic whaling - BBC News,5/19/2014,whaling,,,,,,,,,,,,,,,,,,,,,,,0,,Japan accepts,1,0.1458649915
